,Charter/Cert,Report Date,Inst Type Code,Inst Name,Cash & Deposits,Investments,Net Interest Income,Loans & Leases,Assets,Non-Interest Expense,Liabilities,Liabilities & Equity,Interest Income,Non-Interest Income,Net Income,Deposit Accounts,Employees,Inst Type,Revenue,Cash to Assets,Inv to Assets,Loans to Assets,Interest to Revenue,Non-Interest to Revenue,Net Income to Revenue,Return on Assets,Other Assets,Interest Expense,Other Expense
4285,Bank_8851,20240630,NM,PARK STATE BANK,88.0,373.0,20.0,854.0,1379.0,12.0,1255.0,1379.0,33.0,4.0,9.0,33313,154.0,Bank,37.0,0.06381435823060189,0.2704858593183466,0.6192893401015228,0.8918918918918919,0.10810810810810811,0.24324324324324326,0.006526468455402465,64.0,13.0,3.0
4286,Bank_8853,20240630,NM,GLENWOOD STATE BANK (INCORPORATED),14.0,7.0,8.0,505.0,545.0,6.0,499.0,545.0,15.0,1.0,2.0,13569,68.0,Bank,16.0,0.025688073394495414,0.012844036697247707,0.926605504587156,0.9375,0.0625,0.125,0.003669724770642202,19.0,7.0,1.0
4287,Bank_8857,20240630,NM,GROVE BANK,9.0,9.0,1.0,34.0,54.0,1.0,47.0,54.0,1.0,0.0,0.0,1070,11.0,Bank,1.0,0.16666666666666666,0.16666666666666666,0.6296296296296297,1.0,0.0,0.0,0.0,2.0,0.0,0.0
4288,Bank_8858,20240630,NM,STATE BANK OF CHANDLER,6.0,11.0,1.0,45.0,65.0,1.0,58.0,65.0,2.0,0.0,0.0,2333,9.0,Bank,2.0,0.09230769230769231,0.16923076923076924,0.6923076923076923,1.0,0.0,0.0,0.0,3.0,1.0,0.0
4289,Bank_8863,20240630,NM,WOODLAND BANK,4.0,17.0,3.0,118.0,156.0,3.0,144.0,156.0,4.0,1.0,0.0,7042,31.0,Bank,5.0,0.02564102564102564,0.10897435897435898,0.7564102564102564,0.8,0.2,0.0,0.0,17.0,1.0,1.0
4290,Bank_8865,20240630,NM,HERITAGE BANK MINNESOTA,2.0,13.0,2.0,79.0,102.0,1.0,95.0,102.0,3.0,0.0,0.0,4115,16.0,Bank,3.0,0.0196078431372549,0.12745098039215685,0.7745098039215687,1.0,0.0,0.0,0.0,8.0,1.0,1.0
4291,Bank_8866,20240630,N,"MERCHANTS BANK, NATIONAL ASSOCIATION",35.0,233.0,41.0,2184.0,2633.0,36.0,2332.0,2633.0,64.0,12.0,12.0,91319,389.0,Bank,76.0,0.013292821876186859,0.08849221420432966,0.82947208507406,0.8421052631578947,0.15789473684210525,0.15789473684210525,0.004557538928978352,181.0,23.0,5.0
4292,Bank_8867,20240630,NM,ULTIMA BANK MINNESOTA,14.0,0.0,7.0,270.0,291.0,4.0,260.0,291.0,10.0,0.0,3.0,8887,50.0,Bank,10.0,0.048109965635738834,0.0,0.9278350515463918,1.0,0.0,0.3,0.010309278350515464,7.0,3.0,0.0
4293,Bank_8870,20240630,SM,BANKFIRST FINANCIAL SERVICES,90.0,550.0,42.0,1816.0,2703.0,39.0,2350.0,2703.0,64.0,14.0,12.0,76637,454.0,Bank,78.0,0.033296337402885685,0.20347761746207918,0.6718460969293377,0.8205128205128205,0.1794871794871795,0.15384615384615385,0.004439511653718091,247.0,22.0,5.0
4294,Bank_8879,20240630,NM,COMMUNITY BANK OF MISSISSIPPI,280.0,1328.0,60.0,2913.0,4811.0,63.0,4463.0,4811.0,107.0,16.0,10.0,133760,856.0,Bank,123.0,0.05819995842860112,0.2760340885470796,0.6054874246518396,0.8699186991869918,0.13008130081300814,0.08130081300813008,0.0020785699438786117,290.0,47.0,3.0
4295,Bank_8888,20240630,SM,COUNTRY CLUB BANK,106.0,599.0,35.0,1352.0,2176.0,41.0,1980.0,2176.0,48.0,20.0,14.0,46072,426.0,Bank,68.0,0.04871323529411765,0.27527573529411764,0.6213235294117647,0.7058823529411765,0.29411764705882354,0.20588235294117646,0.006433823529411764,119.0,13.0,0.0
4296,Bank_8889,20240630,NM,MIDWEST REGIONAL BANK,61.0,48.0,15.0,866.0,1075.0,13.0,976.0,1075.0,35.0,5.0,4.0,13445,134.0,Bank,40.0,0.05674418604651163,0.044651162790697675,0.8055813953488372,0.875,0.125,0.1,0.0037209302325581397,100.0,20.0,3.0
4298,Bank_8893,20240630,NM,AMERICA'S COMMUNITY BANK,3.0,0.0,1.0,43.0,47.0,1.0,43.0,47.0,2.0,0.0,0.0,955,8.0,Bank,2.0,0.06382978723404255,0.0,0.9148936170212766,1.0,0.0,0.0,0.0,1.0,1.0,0.0
4300,Bank_8898,20240630,NM,ST. JOHNS BANK AND TRUST COMPANY,3.0,69.0,7.0,237.0,316.0,5.0,287.0,316.0,7.0,1.0,1.0,10276,73.0,Bank,8.0,0.00949367088607595,0.21835443037974683,0.75,0.875,0.125,0.125,0.0031645569620253164,7.0,0.0,2.0
4301,Bank_889,20240630,NM,GEORGIA FIRST BANK,25.0,5.0,5.0,168.0,205.0,3.0,186.0,205.0,7.0,1.0,2.0,6173,41.0,Bank,8.0,0.12195121951219512,0.024390243902439025,0.8195121951219512,0.875,0.125,0.25,0.00975609756097561,7.0,2.0,1.0
4302,Bank_88,20240630,NM,GENERATIONS BANK,17.0,206.0,16.0,644.0,918.0,12.0,826.0,918.0,28.0,2.0,5.0,24635,136.0,Bank,30.0,0.018518518518518517,0.22440087145969498,0.7015250544662309,0.9333333333333333,0.06666666666666667,0.16666666666666666,0.0054466230936819175,51.0,12.0,1.0
4303,Bank_8903,20240630,SM,PEOPLES BANK & TRUST CO.,79.0,295.0,12.0,416.0,830.0,10.0,770.0,830.0,21.0,2.0,5.0,30953,123.0,Bank,23.0,0.09518072289156626,0.35542168674698793,0.5012048192771085,0.9130434782608695,0.08695652173913043,0.21739130434782608,0.006024096385542169,40.0,9.0,-1.0
4304,Bank_8904,20240630,NM,THE NODAWAY VALLEY BANK,28.0,403.0,27.0,919.0,1421.0,18.0,1327.0,1421.0,35.0,6.0,15.0,66925,165.0,Bank,41.0,0.019704433497536946,0.2836030964109782,0.6467276565798733,0.8536585365853658,0.14634146341463414,0.36585365853658536,0.01055594651653765,71.0,8.0,0.0
4306,Bank_8941,20240630,NM,BANK FORWARD,63.0,51.0,15.0,837.0,1010.0,18.0,906.0,1010.0,26.0,10.0,7.0,25745,222.0,Bank,36.0,0.062376237623762376,0.0504950495049505,0.8287128712871287,0.7222222222222222,0.2777777777777778,0.19444444444444445,0.006930693069306931,59.0,11.0,0.0
4307,Bank_8942,20240630,NM,STOCK GROWERS BANK,7.0,153.0,4.0,152.0,319.0,2.0,300.0,319.0,7.0,0.0,2.0,9919,32.0,Bank,7.0,0.0219435736677116,0.47962382445141066,0.47648902821316613,1.0,0.0,0.2857142857142857,0.006269592476489028,7.0,3.0,0.0
4308,Bank_8943,20240630,NM,MERCHANTS BANK,3.0,61.0,4.0,172.0,242.0,3.0,222.0,242.0,6.0,0.0,1.0,5897,33.0,Bank,6.0,0.012396694214876033,0.25206611570247933,0.7107438016528925,1.0,0.0,0.16666666666666666,0.004132231404958678,6.0,2.0,0.0
4309,Bank_8946,20240630,NM,KINDRED STATE BANK,8.0,7.0,1.0,23.0,39.0,1.0,36.0,39.0,1.0,0.0,0.0,1351,6.0,Bank,1.0,0.20512820512820512,0.1794871794871795,0.5897435897435898,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4310,Bank_8975,20240630,NM,COMMUNITY BANK,6.0,18.0,3.0,87.0,113.0,2.0,102.0,113.0,4.0,1.0,1.0,5735,30.0,Bank,5.0,0.05309734513274336,0.1592920353982301,0.7699115044247787,0.8,0.2,0.2,0.008849557522123894,2.0,1.0,1.0
4312,Bank_898,20240630,NM,THE BANK OF FOREST,22.0,81.0,4.0,146.0,263.0,4.0,243.0,263.0,6.0,1.0,1.0,8633,55.0,Bank,7.0,0.08365019011406843,0.30798479087452474,0.5551330798479087,0.8571428571428571,0.14285714285714285,0.14285714285714285,0.0038022813688212928,14.0,2.0,0.0
4313,Bank_899,20240630,NM,THE GERBER STATE BANK,2.0,42.0,1.0,41.0,87.0,1.0,80.0,87.0,2.0,0.0,0.0,2485,14.0,Bank,2.0,0.022988505747126436,0.4827586206896552,0.47126436781609193,1.0,0.0,0.0,0.0,2.0,1.0,0.0
4314,Bank_89,20240630,SM,SIGNATURE BANK OF ARKANSAS,49.0,116.0,18.0,983.0,1211.0,16.0,1097.0,1211.0,33.0,3.0,3.0,21602,206.0,Bank,36.0,0.04046242774566474,0.0957886044591247,0.8117258464079273,0.9166666666666666,0.08333333333333333,0.08333333333333333,0.002477291494632535,63.0,15.0,2.0
4315,Bank_90040,20240630,NM,HOME LOAN STATE BANK,16.0,74.0,3.0,83.0,190.0,2.0,178.0,190.0,4.0,0.0,-0.0,4608,28.0,Bank,4.0,0.08421052631578947,0.3894736842105263,0.4368421052631579,1.0,0.0,-0.0,-0.0,17.0,1.0,1.0
4316,Bank_9005,20240630,NM,FIRST STATE BANK OF ROSCOE,11.0,32.0,2.0,71.0,138.0,1.0,122.0,138.0,3.0,0.0,1.0,3824,11.0,Bank,3.0,0.07971014492753623,0.2318840579710145,0.5144927536231884,1.0,0.0,0.3333333333333333,0.007246376811594203,24.0,1.0,0.0
4317,Bank_9007,20240630,NM,HEARTLAND STATE BANK,5.0,40.0,3.0,97.0,149.0,2.0,138.0,149.0,4.0,0.0,2.0,4285,23.0,Bank,4.0,0.03355704697986577,0.2684563758389262,0.6510067114093959,1.0,0.0,0.5,0.013422818791946308,7.0,1.0,-1.0
4318,Savings Bank_90140,20240630,SI,ADAMS COMMUNITY BANK,15.0,102.0,10.0,846.0,1019.0,11.0,928.0,1019.0,21.0,2.0,1.0,30300,121.0,Savings Bank,23.0,0.014720314033366046,0.10009813542688911,0.830225711481845,0.9130434782608695,0.08695652173913043,0.043478260869565216,0.0009813542688910696,56.0,11.0,0.0
4319,Savings Bank_90141,20240630,SI,BANKPROV,172.0,27.0,24.0,1349.0,1647.0,24.0,1448.0,1647.0,44.0,3.0,2.0,25745,193.0,Savings Bank,47.0,0.10443230115361263,0.01639344262295082,0.8190649666059502,0.9361702127659575,0.06382978723404255,0.0425531914893617,0.0012143290831815423,99.0,20.0,1.0
4320,Savings Bank_90146,20240630,SI,ATHOL SAVINGS BANK,19.0,171.0,7.0,408.0,628.0,8.0,566.0,628.0,12.0,2.0,3.0,33900,76.0,Savings Bank,14.0,0.030254777070063694,0.27229299363057324,0.6496815286624203,0.8571428571428571,0.14285714285714285,0.21428571428571427,0.004777070063694267,30.0,5.0,-2.0
4321,Bank_90169,20240630,SM,BLUESTONE BANK,26.0,303.0,16.0,1123.0,1520.0,16.0,1410.0,1520.0,34.0,3.0,3.0,41515,162.0,Bank,37.0,0.017105263157894738,0.1993421052631579,0.7388157894736842,0.918918918918919,0.08108108108108109,0.08108108108108109,0.001973684210526316,68.0,18.0,0.0
4322,Bank_90173,20240630,SM,EAST CAMBRIDGE SAVINGS BANK,42.0,137.0,16.0,1335.0,1602.0,17.0,1462.0,1602.0,34.0,2.0,1.0,46347,154.0,Bank,36.0,0.026217228464419477,0.08551810237203496,0.8333333333333334,0.9444444444444444,0.05555555555555555,0.027777777777777776,0.0006242197253433209,88.0,18.0,0.0
4323,Savings Bank_90175,20240630,SI,THE BANK OF CANTON,66.0,117.0,14.0,540.0,766.0,12.0,664.0,766.0,19.0,2.0,3.0,20023,113.0,Savings Bank,21.0,0.08616187989556136,0.15274151436031333,0.7049608355091384,0.9047619047619048,0.09523809523809523,0.14285714285714285,0.0039164490861618795,43.0,5.0,1.0
4325,Bank_90183,20240630,NM,MIDDLESEX SAVINGS BANK,346.0,1670.0,54.0,3667.0,6039.0,57.0,5371.0,6039.0,124.0,8.0,11.0,196613,487.0,Bank,132.0,0.05729425401556549,0.2765358503063421,0.6072197383672794,0.9393939393939394,0.06060606060606061,0.08333333333333333,0.0018214936247723133,356.0,70.0,-6.0
4326,Bank_90188,20240630,SM,BANKESB,93.0,218.0,24.0,1592.0,2017.0,19.0,1829.0,2017.0,47.0,4.0,6.0,64587,241.0,Bank,51.0,0.04610808130887457,0.10808130887456618,0.7892910262766485,0.9215686274509803,0.0784313725490196,0.11764705882352941,0.002974714923153198,114.0,23.0,3.0
4327,Bank_90190,20240630,SM,MARTHA'S VINEYARD BANK,30.0,85.0,14.0,1149.0,1339.0,15.0,1207.0,1339.0,27.0,3.0,2.0,41021,115.0,Bank,30.0,0.022404779686333084,0.06348020911127707,0.8581030619865572,0.9,0.1,0.06666666666666667,0.0014936519790888724,75.0,13.0,0.0
4328,Savings Bank_90191,20240630,SI,EAGLE BANK,11.0,81.0,7.0,480.0,616.0,8.0,555.0,616.0,15.0,1.0,0.0,11488,75.0,Savings Bank,16.0,0.017857142857142856,0.1314935064935065,0.7792207792207793,0.9375,0.0625,0.0,0.0,44.0,8.0,0.0
4329,Savings Bank_90196,20240630,SI,BAYCOAST BANK,85.0,252.0,34.0,2402.0,2957.0,47.0,2714.0,2957.0,69.0,24.0,6.0,70123,531.0,Savings Bank,93.0,0.02874535001690903,0.08522150828542442,0.8123097734190058,0.7419354838709677,0.25806451612903225,0.06451612903225806,0.002029083530605343,218.0,35.0,5.0
4330,Savings Bank_90203,20240630,SI,CAPE ANN SAVINGS BANK,38.0,213.0,8.0,676.0,972.0,9.0,784.0,972.0,18.0,2.0,4.0,28123,84.0,Savings Bank,20.0,0.03909465020576132,0.2191358024691358,0.6954732510288066,0.9,0.1,0.2,0.00411522633744856,45.0,10.0,-3.0
4331,Savings Bank_90206,20240630,SI,GREENFIELD SAVINGS BANK,21.0,185.0,15.0,914.0,1173.0,17.0,1053.0,1173.0,24.0,4.0,2.0,51830,190.0,Savings Bank,28.0,0.017902813299232736,0.1577152600170503,0.7791986359761296,0.8571428571428571,0.14285714285714285,0.07142857142857142,0.0017050298380221654,53.0,9.0,0.0
4332,Savings Bank_90208,20240630,SI,PENTUCKET BANK,18.0,136.0,12.0,846.0,1064.0,12.0,960.0,1064.0,23.0,3.0,2.0,24987,104.0,Savings Bank,26.0,0.016917293233082706,0.12781954887218044,0.7951127819548872,0.8846153846153846,0.11538461538461539,0.07692307692307693,0.0018796992481203006,64.0,11.0,1.0
4333,Savings Bank_90211,20240630,SI,HINGHAM INSTITUTION FOR SAVINGS,360.0,109.0,20.0,3934.0,4521.0,15.0,4104.0,4521.0,96.0,1.0,11.0,36969,85.0,Savings Bank,97.0,0.07962840079628401,0.024109710241097104,0.8701614687016147,0.9896907216494846,0.010309278350515464,0.1134020618556701,0.0024330900243309003,118.0,76.0,-5.0
4334,Savings Bank_90213,20240630,SI,PEOPLESBANK,149.0,585.0,51.0,3333.0,4399.0,43.0,4047.0,4399.0,101.0,13.0,11.0,161782,318.0,Savings Bank,114.0,0.0338713343941805,0.1329847692657422,0.7576721982268697,0.8859649122807017,0.11403508771929824,0.09649122807017543,0.0025005683109797683,332.0,50.0,10.0
4335,Savings Bank_90215,20240630,SI,AVIDIA BANK,74.0,300.0,37.0,2126.0,2654.0,38.0,2445.0,2654.0,61.0,9.0,6.0,213777,266.0,Savings Bank,70.0,0.027882441597588545,0.11303692539562923,0.8010550113036925,0.8714285714285714,0.12857142857142856,0.08571428571428572,0.002260738507912585,154.0,24.0,2.0
4336,Savings Bank_90227,20240630,SI,THE LOWELL FIVE CENT SAVINGS BANK,131.0,216.0,25.0,1216.0,1677.0,19.0,1481.0,1677.0,39.0,2.0,5.0,47735,198.0,Savings Bank,41.0,0.07811568276684555,0.12880143112701253,0.7251043530113298,0.9512195121951219,0.04878048780487805,0.12195121951219512,0.0029815146094215863,114.0,14.0,3.0
4337,Bank_90229,20240630,SM,WASHINGTON SAVINGS BANK,11.0,29.0,3.0,228.0,285.0,3.0,259.0,285.0,6.0,0.0,0.0,13329,39.0,Bank,6.0,0.03859649122807018,0.10175438596491228,0.8,1.0,0.0,0.0,0.0,17.0,3.0,0.0
4338,Bank_90234,20240630,SM,MARBLEHEAD BANK,29.0,19.0,5.0,206.0,267.0,5.0,243.0,267.0,6.0,0.0,0.0,13194,49.0,Bank,6.0,0.10861423220973783,0.07116104868913857,0.7715355805243446,1.0,0.0,0.0,0.0,13.0,1.0,0.0
4339,Savings Bank_90235,20240630,SI,MAIN STREET BANK,25.0,185.0,21.0,1336.0,1625.0,18.0,1476.0,1625.0,42.0,0.0,3.0,38099,165.0,Savings Bank,42.0,0.015384615384615385,0.11384615384615385,0.8221538461538461,1.0,0.0,0.07142857142857142,0.0018461538461538461,79.0,21.0,0.0
4340,Bank_9023,20240630,NM,BANK OF CHARLES TOWN,55.0,83.0,13.0,659.0,831.0,12.0,753.0,831.0,20.0,3.0,3.0,28810,120.0,Bank,23.0,0.06618531889290012,0.09987966305655836,0.7930204572803851,0.8695652173913043,0.13043478260869565,0.13043478260869565,0.0036101083032490976,34.0,7.0,1.0
4341,Savings Bank_90245,20240630,SI,MONSON SAVINGS BANK,59.0,70.0,10.0,557.0,715.0,9.0,653.0,715.0,16.0,2.0,3.0,30928,89.0,Savings Bank,18.0,0.08251748251748252,0.0979020979020979,0.779020979020979,0.8888888888888888,0.1111111111111111,0.16666666666666666,0.004195804195804196,29.0,6.0,0.0
4343,Savings Bank_90250,20240630,SI,INSTITUTION FOR SAVINGS IN NEWBURYPORT AND ITS VICINITY,157.0,627.0,24.0,4073.0,5200.0,26.0,4604.0,5200.0,93.0,5.0,27.0,60338,193.0,Savings Bank,98.0,0.030192307692307692,0.12057692307692308,0.7832692307692307,0.9489795918367347,0.05102040816326531,0.2755102040816326,0.005192307692307692,343.0,69.0,-24.0
4344,Savings Bank_90251,20240630,SI,NEWBURYPORT FIVE CENTS SAVINGS BANK,33.0,150.0,21.0,1351.0,1612.0,20.0,1473.0,1612.0,40.0,2.0,1.0,28034,158.0,Savings Bank,42.0,0.020471464019851116,0.09305210918114144,0.8380893300248139,0.9523809523809523,0.047619047619047616,0.023809523809523808,0.0006203473945409429,78.0,19.0,2.0
4345,Savings Bank_90253,20240630,SI,MOUNTAINONE BANK,11.0,134.0,15.0,738.0,982.0,19.0,837.0,982.0,26.0,11.0,4.0,23872,185.0,Savings Bank,37.0,0.01120162932790224,0.1364562118126273,0.7515274949083504,0.7027027027027027,0.2972972972972973,0.10810810810810811,0.004073319755600814,99.0,11.0,3.0
4346,Bank_90258,20240630,SM,NORTH BROOKFIELD SAVINGS BANK,12.0,97.0,5.0,275.0,410.0,5.0,377.0,410.0,8.0,1.0,0.0,22407,59.0,Bank,9.0,0.02926829268292683,0.23658536585365852,0.6707317073170732,0.8888888888888888,0.1111111111111111,0.0,0.0,26.0,3.0,1.0
4347,Savings Bank_90259,20240630,SI,NORTH EASTON SAVINGS BANK,41.0,239.0,21.0,1236.0,1649.0,20.0,1504.0,1649.0,36.0,5.0,5.0,72273,189.0,Savings Bank,41.0,0.024863553668890235,0.14493632504548212,0.7495451788963008,0.8780487804878049,0.12195121951219512,0.12195121951219512,0.0030321406913280777,133.0,15.0,1.0
4348,Savings Bank_90268,20240630,SI,SEAMEN'S BANK,25.0,73.0,8.0,329.0,440.0,7.0,388.0,440.0,10.0,0.0,1.0,14032,69.0,Savings Bank,10.0,0.056818181818181816,0.16590909090909092,0.7477272727272727,1.0,0.0,0.1,0.0022727272727272726,13.0,2.0,0.0
4349,Bank_90282,20240630,SM,CORNERSTONE BANK,51.0,125.0,17.0,1315.0,1619.0,21.0,1494.0,1619.0,34.0,5.0,1.0,60512,189.0,Bank,39.0,0.03150092649783817,0.07720815318097592,0.8122297714638665,0.8717948717948718,0.1282051282051282,0.02564102564102564,0.0006176652254478073,128.0,17.0,0.0
4351,Savings Bank_90291,20240630,SI,THE SAVINGS BANK,16.0,165.0,8.0,585.0,812.0,12.0,737.0,812.0,16.0,3.0,0.0,22895,105.0,Savings Bank,19.0,0.019704433497536946,0.20320197044334976,0.7204433497536946,0.8421052631578947,0.15789473684210525,0.0,0.0,46.0,8.0,-1.0
4352,Savings Bank_90297,20240630,SI,WEBSTER FIVE CENTS SAVINGS BANK,18.0,202.0,18.0,960.0,1249.0,16.0,1118.0,1249.0,30.0,3.0,3.0,42448,147.0,Savings Bank,33.0,0.014411529223378704,0.16172938350680544,0.7686148919135308,0.9090909090909091,0.09090909090909091,0.09090909090909091,0.0024019215372297837,69.0,12.0,2.0
4353,Bank_902,20240630,NM,BYRON BANK,20.0,108.0,4.0,225.0,364.0,5.0,338.0,364.0,8.0,2.0,1.0,11529,60.0,Bank,10.0,0.054945054945054944,0.2967032967032967,0.6181318681318682,0.8,0.2,0.1,0.0027472527472527475,11.0,4.0,0.0
4354,Savings Bank_90300,20240630,SB,WESTFIELD BANK,51.0,353.0,30.0,2007.0,2583.0,28.0,2341.0,2583.0,53.0,6.0,8.0,109622,327.0,Savings Bank,59.0,0.019744483159117306,0.13666279519938057,0.7770034843205574,0.8983050847457628,0.1016949152542373,0.13559322033898305,0.003097173828881146,172.0,23.0,0.0
4355,Bank_90303,20240630,SM,SOUTH SHORE BANK,92.0,521.0,29.0,1487.0,2187.0,24.0,1981.0,2187.0,50.0,3.0,5.0,57918,238.0,Bank,53.0,0.04206675811614083,0.23822588020118884,0.6799268404206675,0.9433962264150944,0.05660377358490566,0.09433962264150944,0.002286236854138089,87.0,21.0,3.0
4356,Savings Bank_90308,20240630,SI,WINCHESTER SAVINGS BANK,44.0,89.0,7.0,682.0,852.0,7.0,773.0,852.0,19.0,1.0,0.0,19554,71.0,Savings Bank,20.0,0.051643192488262914,0.10446009389671361,0.8004694835680751,0.95,0.05,0.0,0.0,37.0,12.0,1.0
4357,Bank_9030,20240630,NM,THE HARRISON COUNTY BANK,3.0,53.0,2.0,83.0,147.0,2.0,136.0,147.0,3.0,0.0,0.0,8669,28.0,Bank,3.0,0.02040816326530612,0.36054421768707484,0.564625850340136,1.0,0.0,0.0,0.0,8.0,1.0,0.0
4358,Savings Bank_90311,20240630,SI,BAY STATE SAVINGS BANK,48.0,35.0,7.0,431.0,550.0,7.0,502.0,550.0,12.0,4.0,4.0,15611,76.0,Savings Bank,16.0,0.08727272727272728,0.06363636363636363,0.7836363636363637,0.75,0.25,0.25,0.007272727272727273,36.0,5.0,0.0
4359,Bank_9035,20240630,NM,HEADWATERS STATE BANK,7.0,9.0,2.0,67.0,92.0,1.0,75.0,92.0,2.0,0.0,0.0,4220,13.0,Bank,2.0,0.07608695652173914,0.09782608695652174,0.7282608695652174,1.0,0.0,0.0,0.0,9.0,0.0,1.0
4360,Bank_9036,20240630,NM,SECURITY STATE BANK,12.0,30.0,3.0,70.0,121.0,2.0,96.0,121.0,3.0,0.0,1.0,4888,16.0,Bank,3.0,0.09917355371900827,0.24793388429752067,0.5785123966942148,1.0,0.0,0.3333333333333333,0.008264462809917356,9.0,0.0,0.0
4361,Bank_9037,20240630,NM,MOUND CITY BANK,27.0,64.0,6.0,380.0,499.0,5.0,444.0,499.0,11.0,2.0,2.0,17479,76.0,Bank,13.0,0.05410821643286573,0.1282565130260521,0.7615230460921844,0.8461538461538461,0.15384615384615385,0.15384615384615385,0.004008016032064128,28.0,5.0,1.0
4362,Bank_90384,20240630,SM,THE BANK OF LANDISBURG,21.0,86.0,6.0,260.0,384.0,4.0,325.0,384.0,9.0,1.0,2.0,16585,51.0,Bank,10.0,0.0546875,0.22395833333333334,0.6770833333333334,0.9,0.1,0.2,0.005208333333333333,17.0,3.0,1.0
4363,Bank_903,20240630,NM,AMALGAMATED BANK OF CHICAGO,288.0,148.0,20.0,705.0,1202.0,20.0,1088.0,1202.0,27.0,8.0,5.0,8269,159.0,Bank,35.0,0.23960066555740434,0.12312811980033278,0.586522462562396,0.7714285714285715,0.22857142857142856,0.14285714285714285,0.004159733777038269,61.0,7.0,3.0
4364,Bank_9047,20240630,NM,CITIZENS STATE BANK,7.0,219.0,5.0,255.0,514.0,6.0,492.0,514.0,12.0,2.0,1.0,15469,72.0,Bank,14.0,0.013618677042801557,0.4260700389105058,0.4961089494163424,0.8571428571428571,0.14285714285714285,0.07142857142857142,0.0019455252918287938,33.0,7.0,0.0
4365,Bank_9057,20240630,NM,BANK OF MOUNDVILLE,5.0,56.0,1.0,53.0,124.0,1.0,110.0,124.0,2.0,0.0,0.0,3328,13.0,Bank,2.0,0.04032258064516129,0.45161290322580644,0.4274193548387097,1.0,0.0,0.0,0.0,10.0,1.0,0.0
4366,Bank_9064,20240630,NM,PLANTERS FIRST BANK,32.0,80.0,9.0,274.0,425.0,7.0,392.0,425.0,11.0,2.0,4.0,16488,79.0,Bank,13.0,0.07529411764705882,0.18823529411764706,0.6447058823529411,0.8461538461538461,0.15384615384615385,0.3076923076923077,0.009411764705882352,39.0,2.0,0.0
4367,Bank_9068,20240630,NM,BANK OF DUDLEY,66.0,47.0,8.0,272.0,407.0,6.0,369.0,407.0,11.0,1.0,2.0,14492,81.0,Bank,12.0,0.16216216216216217,0.11547911547911548,0.6683046683046683,0.9166666666666666,0.08333333333333333,0.16666666666666666,0.004914004914004914,22.0,3.0,1.0
4368,Bank_9069,20240630,NM,FARMERS & MERCHANTS BANK,25.0,115.0,3.0,125.0,271.0,3.0,251.0,271.0,6.0,0.0,1.0,5713,29.0,Bank,6.0,0.09225092250922509,0.42435424354243545,0.4612546125461255,1.0,0.0,0.16666666666666666,0.0036900369003690036,6.0,3.0,-1.0
4369,Bank_9070,20240630,NM,FIRST BANK OF PIKE,6.0,9.0,2.0,50.0,75.0,2.0,68.0,75.0,2.0,0.0,0.0,4155,24.0,Bank,2.0,0.08,0.12,0.6666666666666666,1.0,0.0,0.0,0.0,10.0,0.0,0.0
4370,Bank_9079,20240630,NM,THE HARVARD STATE BANK,8.0,106.0,4.0,171.0,305.0,4.0,285.0,305.0,7.0,1.0,1.0,9935,49.0,Bank,8.0,0.02622950819672131,0.3475409836065574,0.5606557377049181,0.875,0.125,0.125,0.003278688524590164,20.0,3.0,0.0
4371,Bank_9080,20240630,NM,HOLCOMB BANK,10.0,79.0,4.0,211.0,310.0,4.0,292.0,310.0,8.0,1.0,1.0,9737,50.0,Bank,9.0,0.03225806451612903,0.25483870967741934,0.6806451612903226,0.8888888888888888,0.1111111111111111,0.1111111111111111,0.0032258064516129032,10.0,4.0,0.0
4373,Bank_9096,20240630,NM,ATKINS SAVINGS BANK & TRUST,2.0,44.0,2.0,97.0,148.0,1.0,135.0,148.0,3.0,0.0,1.0,3995,11.0,Bank,3.0,0.013513513513513514,0.2972972972972973,0.6554054054054054,1.0,0.0,0.3333333333333333,0.006756756756756757,5.0,1.0,0.0
4374,Bank_9099,20240630,NM,SOUTH OTTUMWA SAVINGS BANK,16.0,163.0,7.0,316.0,530.0,5.0,466.0,530.0,11.0,1.0,2.0,16623,72.0,Bank,12.0,0.03018867924528302,0.30754716981132074,0.5962264150943396,0.9166666666666666,0.08333333333333333,0.16666666666666666,0.0037735849056603774,35.0,4.0,1.0
4375,Bank_90,20240630,SM,COMMERCIAL BANK & TRUST COMPANY,11.0,117.0,3.0,216.0,362.0,3.0,345.0,362.0,6.0,1.0,1.0,14250,62.0,Bank,7.0,0.03038674033149171,0.32320441988950277,0.5966850828729282,0.8571428571428571,0.14285714285714285,0.14285714285714285,0.0027624309392265192,18.0,3.0,0.0
4376,Bank_91005,20240630,NM,5STAR BANK,31.0,24.0,8.0,312.0,375.0,6.0,318.0,375.0,12.0,0.0,2.0,4776,57.0,Bank,12.0,0.08266666666666667,0.064,0.832,1.0,0.0,0.16666666666666666,0.005333333333333333,8.0,4.0,0.0
4377,Bank_9100,20240630,NM,PILOT GROVE SAVINGS BANK,22.0,129.0,13.0,694.0,873.0,7.0,778.0,873.0,21.0,2.0,7.0,35727,109.0,Bank,23.0,0.025200458190148912,0.14776632302405499,0.7949599083619702,0.9130434782608695,0.08695652173913043,0.30434782608695654,0.008018327605956471,28.0,8.0,1.0
