,Charter/Cert,Report Date,Inst Type Code,Inst Name,Cash & Deposits,Investments,Net Interest Income,Loans & Leases,Assets,Non-Interest Expense,Liabilities,Liabilities & Equity,Interest Income,Non-Interest Income,Net Income,Deposit Accounts,Employees,Inst Type,Revenue,Cash to Assets,Inv to Assets,Loans to Assets,Interest to Revenue,Non-Interest to Revenue,Net Income to Revenue,Return on Assets,Other Assets,Interest Expense,Other Expense
3138,Credit Union_61792,6/30/2024 0:00:00,2,ASHLAND,54.0,20.0,6.0,291.0,397.0,6.0,354.0,397.0,11.0,1.0,1.0,71774,85.0,Credit Union,12.0,0.13602015113350127,0.05037783375314862,0.7329974811083123,0.9166666666666666,0.08333333333333333,0.08333333333333333,0.0025188916876574307,32.0,5.0,0.0
3139,Credit Union_61793,6/30/2024 0:00:00,2,U. S. EMPLOYEES,20.0,45.0,2.0,29.0,100.0,2.0,89.0,100.0,2.0,1.0,0.0,13056,15.0,Credit Union,3.0,0.2,0.45,0.29,0.6666666666666666,0.3333333333333333,0.0,0.0,6.0,0.0,1.0
3140,Credit Union_61795,6/30/2024 0:00:00,2,TBA,65.0,27.0,6.0,240.0,353.0,5.0,305.0,353.0,8.0,2.0,2.0,41995,66.0,Credit Union,10.0,0.18413597733711048,0.0764872521246459,0.6798866855524079,0.8,0.2,0.2,0.0056657223796034,21.0,2.0,1.0
3141,Credit Union_61797,6/30/2024 0:00:00,2,ELGA,117.0,162.0,33.0,1212.0,1530.0,28.0,1328.0,1530.0,43.0,17.0,14.0,230928,285.0,Credit Union,60.0,0.07647058823529412,0.10588235294117647,0.792156862745098,0.7166666666666667,0.2833333333333333,0.23333333333333334,0.009150326797385621,39.0,10.0,8.0
3142,Credit Union_61800,6/30/2024 0:00:00,2,FORT MCCLELLAN,22.0,81.0,3.0,102.0,231.0,4.0,215.0,231.0,4.0,1.0,-0.0,24421,62.0,Credit Union,5.0,0.09523809523809523,0.35064935064935066,0.44155844155844154,0.8,0.2,-0.0,-0.0,26.0,1.0,0.0
3143,Credit Union_61808,6/30/2024 0:00:00,2,AFFILIATED TRADES,5.0,16.0,0.0,15.0,36.0,0.0,32.0,36.0,1.0,0.0,0.0,3848,3.0,Credit Union,1.0,0.1388888888888889,0.4444444444444444,0.4166666666666667,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3144,Credit Union_61810,6/30/2024 0:00:00,2,KEMBA,113.0,0.0,20.0,1432.0,1709.0,21.0,1530.0,1709.0,39.0,11.0,7.0,196563,265.0,Credit Union,50.0,0.06612053832650673,0.0,0.8379169104739613,0.78,0.22,0.14,0.004095962551199532,164.0,19.0,3.0
3145,Credit Union_61823,6/30/2024 0:00:00,2,AZURA,81.0,119.0,15.0,579.0,822.0,16.0,741.0,822.0,23.0,6.0,1.0,111267,179.0,Credit Union,29.0,0.09854014598540146,0.14476885644768855,0.7043795620437956,0.7931034482758621,0.20689655172413793,0.034482758620689655,0.0012165450121654502,43.0,8.0,4.0
3147,Credit Union_61831,6/30/2024 0:00:00,2,FAMILY FIRST,15.0,21.0,2.0,86.0,133.0,3.0,116.0,133.0,3.0,1.0,-0.0,21225,33.0,Credit Union,4.0,0.11278195488721804,0.15789473684210525,0.6466165413533834,0.75,0.25,-0.0,-0.0,11.0,1.0,0.0
3149,Credit Union_61840,6/30/2024 0:00:00,2,METRO,22.0,9.0,2.0,74.0,110.0,2.0,97.0,110.0,3.0,0.0,1.0,22437,25.0,Credit Union,3.0,0.2,0.08181818181818182,0.6727272727272727,1.0,0.0,0.3333333333333333,0.00909090909090909,5.0,1.0,-1.0
3150,Credit Union_61844,6/30/2024 0:00:00,2,DFCU FINANCIAL,617.0,3581.0,70.0,2025.0,6540.0,57.0,6122.0,6540.0,104.0,28.0,37.0,398088,511.0,Credit Union,132.0,0.09434250764525993,0.5475535168195719,0.30963302752293576,0.7878787878787878,0.21212121212121213,0.2803030303030303,0.005657492354740061,317.0,34.0,4.0
3151,Credit Union_61847,6/30/2024 0:00:00,2,MIDWEST COALITION OF LABOR,13.0,11.0,2.0,47.0,71.0,1.0,62.0,71.0,2.0,0.0,1.0,10750,9.0,Credit Union,2.0,0.18309859154929578,0.15492957746478872,0.6619718309859155,1.0,0.0,0.5,0.014084507042253521,0.0,0.0,0.0
3153,Credit Union_61879,6/30/2024 0:00:00,2,T&I,17.0,14.0,1.0,53.0,88.0,1.0,71.0,88.0,2.0,0.0,0.0,7342,12.0,Credit Union,2.0,0.19318181818181818,0.1590909090909091,0.6022727272727273,1.0,0.0,0.0,0.0,4.0,1.0,0.0
3154,Credit Union_61908,6/30/2024 0:00:00,2,CASE,26.0,48.0,7.0,293.0,393.0,8.0,361.0,393.0,10.0,3.0,1.0,64349,88.0,Credit Union,13.0,0.06615776081424936,0.12213740458015267,0.7455470737913485,0.7692307692307693,0.23076923076923078,0.07692307692307693,0.002544529262086514,26.0,3.0,1.0
3155,Credit Union_61909,6/30/2024 0:00:00,2,FAMILY FIRST,18.0,25.0,2.0,51.0,100.0,2.0,92.0,100.0,2.0,1.0,0.0,11207,25.0,Credit Union,3.0,0.18,0.25,0.51,0.6666666666666666,0.3333333333333333,0.0,0.0,6.0,0.0,1.0
3156,Credit Union_61918,6/30/2024 0:00:00,2,MIDLAND,12.0,19.0,2.0,58.0,97.0,2.0,86.0,97.0,2.0,0.0,0.0,11920,18.0,Credit Union,2.0,0.12371134020618557,0.1958762886597938,0.5979381443298969,1.0,0.0,0.0,0.0,8.0,0.0,0.0
3157,Credit Union_61920,6/30/2024 0:00:00,2,POWER CO-OP EMPLOYEES,18.0,6.0,1.0,41.0,67.0,0.0,57.0,67.0,1.0,0.0,0.0,4359,6.0,Credit Union,1.0,0.26865671641791045,0.08955223880597014,0.6119402985074627,1.0,0.0,0.0,0.0,2.0,0.0,1.0
3159,Credit Union_61933,6/30/2024 0:00:00,2,COMPASS COMMUNITY,18.0,33.0,2.0,113.0,177.0,2.0,157.0,177.0,3.0,0.0,-0.0,9015,22.0,Credit Union,3.0,0.1016949152542373,0.1864406779661017,0.6384180790960452,1.0,0.0,-0.0,-0.0,13.0,1.0,0.0
3160,Credit Union_61936,6/30/2024 0:00:00,2,ENERGY CAPITAL,22.0,6.0,4.0,201.0,252.0,5.0,228.0,252.0,6.0,1.0,-0.0,26924,52.0,Credit Union,7.0,0.0873015873015873,0.023809523809523808,0.7976190476190477,0.8571428571428571,0.14285714285714285,-0.0,-0.0,23.0,2.0,0.0
3161,Credit Union_61942,6/30/2024 0:00:00,2,ORGANIZED LABOR,9.0,10.0,1.0,15.0,38.0,1.0,34.0,38.0,1.0,0.0,0.0,5004,5.0,Credit Union,1.0,0.23684210526315788,0.2631578947368421,0.39473684210526316,1.0,0.0,0.0,0.0,4.0,0.0,0.0
3162,Credit Union_61944,6/30/2024 0:00:00,2,LAUDERDALE COUNTY TEACHERS,13.0,10.0,0.0,13.0,37.0,0.0,33.0,37.0,1.0,0.0,0.0,3914,4.0,Credit Union,1.0,0.35135135135135137,0.2702702702702703,0.35135135135135137,1.0,0.0,0.0,0.0,1.0,1.0,0.0
3164,Credit Union_61949,6/30/2024 0:00:00,2,WHITEFISH CREDIT UNION ASSOCIATION,156.0,585.0,18.0,1260.0,2083.0,18.0,1933.0,2083.0,45.0,1.0,1.0,89255,205.0,Credit Union,46.0,0.07489198271723475,0.28084493518963033,0.6048967834853577,0.9782608695652174,0.021739130434782608,0.021739130434782608,0.00048007681228996637,82.0,27.0,0.0
3165,Credit Union_61953,6/30/2024 0:00:00,2,NORTH CENTRAL AREA,22.0,48.0,5.0,150.0,232.0,5.0,213.0,232.0,6.0,2.0,2.0,42191,51.0,Credit Union,8.0,0.09482758620689655,0.20689655172413793,0.646551724137931,0.75,0.25,0.25,0.008620689655172414,12.0,1.0,0.0
3167,Credit Union_61986,6/30/2024 0:00:00,2,GRATIOT COMMUNITY,7.0,3.0,1.0,42.0,55.0,1.0,51.0,55.0,1.0,0.0,0.0,12997,18.0,Credit Union,1.0,0.12727272727272726,0.05454545454545454,0.7636363636363637,1.0,0.0,0.0,0.0,3.0,0.0,0.0
3168,Credit Union_61988,6/30/2024 0:00:00,2,SAFE HARBOR,10.0,5.0,3.0,134.0,157.0,3.0,143.0,157.0,4.0,1.0,1.0,18508,37.0,Credit Union,5.0,0.06369426751592357,0.03184713375796178,0.8535031847133758,0.8,0.2,0.2,0.006369426751592357,8.0,1.0,0.0
3169,Credit Union_61995,6/30/2024 0:00:00,2,SUNRISE FAMILY,40.0,41.0,2.0,48.0,136.0,2.0,126.0,136.0,2.0,1.0,0.0,19248,35.0,Credit Union,3.0,0.29411764705882354,0.3014705882352941,0.35294117647058826,0.6666666666666666,0.3333333333333333,0.0,0.0,7.0,0.0,1.0
3171,Credit Union_62010,6/30/2024 0:00:00,2,FILER,16.0,73.0,3.0,141.0,239.0,3.0,218.0,239.0,5.0,1.0,1.0,28143,46.0,Credit Union,6.0,0.06694560669456066,0.3054393305439331,0.5899581589958159,0.8333333333333334,0.16666666666666666,0.16666666666666666,0.0041841004184100415,9.0,2.0,0.0
3172,Credit Union_62018,6/30/2024 0:00:00,2,ASCENSION,12.0,6.0,2.0,78.0,104.0,3.0,93.0,104.0,3.0,1.0,0.0,17950,30.0,Credit Union,4.0,0.11538461538461539,0.057692307692307696,0.75,0.75,0.25,0.0,0.0,8.0,1.0,0.0
3173,Credit Union_62026,6/30/2024 0:00:00,2,MEMBERS CHOICE,52.0,70.0,5.0,264.0,406.0,6.0,373.0,406.0,10.0,2.0,1.0,47404,75.0,Credit Union,12.0,0.12807881773399016,0.1724137931034483,0.6502463054187192,0.8333333333333334,0.16666666666666666,0.08333333333333333,0.0024630541871921183,20.0,5.0,0.0
3174,Credit Union_62027,6/30/2024 0:00:00,2,BEST FINANCIAL,13.0,21.0,2.0,99.0,142.0,3.0,119.0,142.0,3.0,2.0,0.0,27655,41.0,Credit Union,5.0,0.09154929577464789,0.14788732394366197,0.6971830985915493,0.6,0.4,0.0,0.0,9.0,1.0,1.0
3175,Credit Union_62028,6/30/2024 0:00:00,2,OUR,57.0,79.0,6.0,212.0,365.0,7.0,349.0,365.0,7.0,2.0,0.0,47669,74.0,Credit Union,9.0,0.15616438356164383,0.21643835616438356,0.5808219178082191,0.7777777777777778,0.2222222222222222,0.0,0.0,17.0,1.0,1.0
3176,Credit Union_62031,6/30/2024 0:00:00,2,HEARTLAND,32.0,6.0,12.0,539.0,639.0,12.0,584.0,639.0,17.0,4.0,1.0,78479,135.0,Credit Union,21.0,0.050078247261345854,0.009389671361502348,0.8435054773082942,0.8095238095238095,0.19047619047619047,0.047619047619047616,0.001564945226917058,62.0,5.0,3.0
3177,Credit Union_62035,6/30/2024 0:00:00,2,ALPENA-ALCONA AREA,262.0,56.0,13.0,475.0,822.0,10.0,729.0,822.0,20.0,3.0,5.0,110871,122.0,Credit Union,23.0,0.31873479318734793,0.0681265206812652,0.5778588807785888,0.8695652173913043,0.13043478260869565,0.21739130434782608,0.006082725060827251,29.0,7.0,1.0
3178,Credit Union_62038,6/30/2024 0:00:00,2,EMBERS,20.0,136.0,8.0,340.0,527.0,9.0,477.0,527.0,11.0,3.0,1.0,75430,110.0,Credit Union,14.0,0.03795066413662239,0.25806451612903225,0.6451612903225806,0.7857142857142857,0.21428571428571427,0.07142857142857142,0.0018975332068311196,31.0,3.0,1.0
3179,Credit Union_62040,6/30/2024 0:00:00,2,COMPASS,20.0,17.0,2.0,52.0,95.0,2.0,88.0,95.0,2.0,1.0,1.0,17092,18.0,Credit Union,3.0,0.21052631578947367,0.17894736842105263,0.5473684210526316,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.010526315789473684,6.0,0.0,0.0
3180,Credit Union_62047,6/30/2024 0:00:00,2,LAKE TRUST,246.0,333.0,40.0,1928.0,2664.0,44.0,2437.0,2664.0,56.0,15.0,6.0,368793,463.0,Credit Union,71.0,0.09234234234234234,0.125,0.7237237237237237,0.7887323943661971,0.2112676056338028,0.08450704225352113,0.0022522522522522522,157.0,16.0,5.0
3181,Credit Union_62048,6/30/2024 0:00:00,2,CORRY JAMESTOWN,23.0,0.0,0.0,4.0,28.0,0.0,25.0,28.0,1.0,0.0,0.0,5394,6.0,Credit Union,1.0,0.8214285714285714,0.0,0.14285714285714285,1.0,0.0,0.0,0.0,1.0,1.0,0.0
3182,Credit Union_62049,6/30/2024 0:00:00,2,MICHIGAN SCHOOLS AND GOVERNMENT,76.0,344.0,41.0,3193.0,3749.0,39.0,3301.0,3749.0,83.0,22.0,21.0,336311,436.0,Credit Union,105.0,0.020272072552680716,0.09175780208055481,0.8516937850093358,0.7904761904761904,0.20952380952380953,0.2,0.005601493731661776,136.0,42.0,3.0
3184,Credit Union_62066,6/30/2024 0:00:00,2,HARBORLIGHT,36.0,9.0,3.0,104.0,157.0,3.0,142.0,157.0,3.0,1.0,1.0,23566,39.0,Credit Union,4.0,0.22929936305732485,0.05732484076433121,0.6624203821656051,0.75,0.25,0.25,0.006369426751592357,8.0,0.0,0.0
3185,Credit Union_62072,6/30/2024 0:00:00,2,BLUEOX,28.0,7.0,4.0,174.0,227.0,6.0,207.0,227.0,5.0,2.0,0.0,41603,82.0,Credit Union,7.0,0.12334801762114538,0.030837004405286344,0.7665198237885462,0.7142857142857143,0.2857142857142857,0.0,0.0,18.0,1.0,0.0
3186,Credit Union_62076,6/30/2024 0:00:00,2,MEMBERS FIRST,49.0,151.0,15.0,610.0,848.0,20.0,786.0,848.0,22.0,7.0,0.0,146177,246.0,Credit Union,29.0,0.05778301886792453,0.17806603773584906,0.7193396226415094,0.7586206896551724,0.2413793103448276,0.0,0.0,38.0,7.0,2.0
3187,Credit Union_62079,6/30/2024 0:00:00,2,COUNTRY HERITAGE,6.0,9.0,1.0,34.0,50.0,0.0,40.0,50.0,1.0,0.0,0.0,2704,7.0,Credit Union,1.0,0.12,0.18,0.68,1.0,0.0,0.0,0.0,1.0,0.0,1.0
3188,Credit Union_62085,6/30/2024 0:00:00,2,U.P. STATE,74.0,0.0,4.0,111.0,197.0,4.0,176.0,197.0,4.0,1.0,2.0,29384,49.0,Credit Union,5.0,0.3756345177664975,0.0,0.5634517766497462,0.8,0.2,0.4,0.01015228426395939,12.0,0.0,-1.0
3190,Credit Union_62121,6/30/2024 0:00:00,2,ILLINOIS VALLEY,8.0,0.0,1.0,29.0,39.0,1.0,35.0,39.0,1.0,0.0,0.0,6357,10.0,Credit Union,1.0,0.20512820512820512,0.0,0.7435897435897436,1.0,0.0,0.0,0.0,2.0,0.0,0.0
3191,Credit Union_62123,6/30/2024 0:00:00,2,RIVER VALLEY,23.0,15.0,2.0,76.0,121.0,2.0,107.0,121.0,2.0,1.0,0.0,22869,27.0,Credit Union,3.0,0.19008264462809918,0.12396694214876033,0.628099173553719,0.6666666666666666,0.3333333333333333,0.0,0.0,7.0,0.0,1.0
3192,Credit Union_62141,6/30/2024 0:00:00,2,TEAM ONE,72.0,127.0,11.0,498.0,752.0,15.0,688.0,752.0,16.0,5.0,1.0,101683,155.0,Credit Union,21.0,0.09574468085106383,0.16888297872340424,0.6622340425531915,0.7619047619047619,0.23809523809523808,0.047619047619047616,0.0013297872340425532,55.0,5.0,0.0
3193,Credit Union_62143,6/30/2024 0:00:00,2,SOUTH CENTRAL,36.0,0.0,2.0,42.0,84.0,2.0,73.0,84.0,2.0,0.0,0.0,12251,18.0,Credit Union,2.0,0.42857142857142855,0.0,0.5,1.0,0.0,0.0,0.0,6.0,0.0,0.0
3196,Credit Union_62160,6/30/2024 0:00:00,2,MARSHALL COMMUNITY,30.0,52.0,6.0,233.0,328.0,6.0,279.0,328.0,8.0,2.0,3.0,39617,63.0,Credit Union,10.0,0.09146341463414634,0.15853658536585366,0.7103658536585366,0.8,0.2,0.3,0.009146341463414634,13.0,2.0,-1.0
3198,Credit Union_62169,6/30/2024 0:00:00,2,MICHIGAN ONE COMMUNITY,36.0,6.0,3.0,169.0,220.0,4.0,200.0,220.0,5.0,2.0,1.0,33768,40.0,Credit Union,7.0,0.16363636363636364,0.02727272727272727,0.7681818181818182,0.7142857142857143,0.2857142857142857,0.14285714285714285,0.004545454545454545,9.0,2.0,0.0
3199,Credit Union_62172,6/30/2024 0:00:00,2,CONSUMERS,105.0,0.0,31.0,2034.0,2323.0,39.0,2111.0,2323.0,57.0,19.0,9.0,301968,414.0,Credit Union,76.0,0.045200172191132156,0.0,0.8755919070167887,0.75,0.25,0.11842105263157894,0.0038743004735256135,184.0,26.0,2.0
3200,Credit Union_62196,6/30/2024 0:00:00,2,THORNAPPLE,7.0,0.0,2.0,56.0,68.0,2.0,62.0,68.0,2.0,1.0,0.0,16569,27.0,Credit Union,3.0,0.10294117647058823,0.0,0.8235294117647058,0.6666666666666666,0.3333333333333333,0.0,0.0,5.0,0.0,1.0
3201,Credit Union_62203,6/30/2024 0:00:00,2,WOLVERINE STATE,21.0,32.0,3.0,91.0,148.0,3.0,135.0,148.0,3.0,1.0,0.0,23114,43.0,Credit Union,4.0,0.14189189189189189,0.21621621621621623,0.6148648648648649,0.75,0.25,0.0,0.0,4.0,0.0,1.0
3202,Credit Union_62217,6/30/2024 0:00:00,2,AAC,15.0,42.0,3.0,126.0,192.0,3.0,148.0,192.0,4.0,1.0,1.0,31710,39.0,Credit Union,5.0,0.078125,0.21875,0.65625,0.8,0.2,0.2,0.005208333333333333,9.0,1.0,0.0
3203,Credit Union_62218,6/30/2024 0:00:00,2,LAMOURE,17.0,0.0,1.0,17.0,35.0,0.0,29.0,35.0,1.0,0.0,1.0,2365,4.0,Credit Union,1.0,0.4857142857142857,0.0,0.4857142857142857,1.0,0.0,1.0,0.02857142857142857,1.0,0.0,0.0
3204,Credit Union_62219,6/30/2024 0:00:00,2,H.P.C.,67.0,0.0,2.0,84.0,155.0,2.0,134.0,155.0,3.0,1.0,1.0,16805,28.0,Credit Union,4.0,0.432258064516129,0.0,0.5419354838709678,0.75,0.25,0.25,0.0064516129032258064,4.0,1.0,0.0
3205,Credit Union_62228,6/30/2024 0:00:00,2,"GREATER KENTUCKY CU, INC.",16.0,0.0,1.0,74.0,94.0,2.0,84.0,94.0,2.0,1.0,0.0,14813,22.0,Credit Union,3.0,0.1702127659574468,0.0,0.7872340425531915,0.6666666666666666,0.3333333333333333,0.0,0.0,4.0,1.0,0.0
3206,Credit Union_62243,6/30/2024 0:00:00,2,BLOOM,28.0,36.0,4.0,125.0,198.0,5.0,180.0,198.0,5.0,1.0,0.0,28703,43.0,Credit Union,6.0,0.1414141414141414,0.18181818181818182,0.6313131313131313,0.8333333333333334,0.16666666666666666,0.0,0.0,9.0,1.0,0.0
3207,Credit Union_62245,6/30/2024 0:00:00,2,TOTAL COMMUNITY,21.0,28.0,2.0,48.0,103.0,2.0,92.0,103.0,2.0,1.0,1.0,14488,19.0,Credit Union,3.0,0.20388349514563106,0.27184466019417475,0.46601941747572817,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.009708737864077669,6.0,0.0,0.0
3208,Credit Union_62249,6/30/2024 0:00:00,2,INTANDEM,9.0,13.0,1.0,42.0,70.0,1.0,62.0,70.0,1.0,1.0,0.0,12465,19.0,Credit Union,2.0,0.12857142857142856,0.18571428571428572,0.6,0.5,0.5,0.0,0.0,6.0,0.0,1.0
3210,Credit Union_62264,6/30/2024 0:00:00,2,ALPENA COMMUNITY,5.0,12.0,0.0,15.0,32.0,1.0,29.0,32.0,1.0,1.0,1.0,4907,8.0,Credit Union,2.0,0.15625,0.375,0.46875,0.5,0.5,0.5,0.03125,0.0,1.0,-1.0
3212,Credit Union_62322,6/30/2024 0:00:00,2,OKLAHOMA CENTRAL,39.0,269.0,12.0,329.0,681.0,12.0,604.0,681.0,16.0,3.0,3.0,69298,124.0,Credit Union,19.0,0.05726872246696035,0.39500734214390604,0.4831130690161527,0.8421052631578947,0.15789473684210525,0.15789473684210525,0.004405286343612335,44.0,4.0,0.0
3213,Credit Union_62323,6/30/2024 0:00:00,2,E-CENTRAL,26.0,4.0,4.0,134.0,171.0,4.0,133.0,171.0,4.0,1.0,1.0,21117,33.0,Credit Union,5.0,0.15204678362573099,0.023391812865497075,0.783625730994152,0.8,0.2,0.2,0.005847953216374269,7.0,0.0,0.0
3214,Credit Union_62325,6/30/2024 0:00:00,2,SOO CO-OP,33.0,60.0,5.0,169.0,276.0,5.0,247.0,276.0,6.0,2.0,1.0,45477,63.0,Credit Union,8.0,0.11956521739130435,0.21739130434782608,0.6123188405797102,0.75,0.25,0.125,0.0036231884057971015,14.0,1.0,1.0
3215,Credit Union_62330,6/30/2024 0:00:00,2,FARM BUREAU FAMILY,8.0,0.0,0.0,15.0,24.0,0.0,21.0,24.0,1.0,0.0,0.0,3895,5.0,Credit Union,1.0,0.3333333333333333,0.0,0.625,1.0,0.0,0.0,0.0,1.0,1.0,0.0
3216,Credit Union_62337,6/30/2024 0:00:00,2,PROFESSIONAL FIRE FIGHTERS,23.0,0.0,1.0,39.0,64.0,1.0,52.0,64.0,2.0,0.0,1.0,4186,7.0,Credit Union,2.0,0.359375,0.0,0.609375,1.0,0.0,0.5,0.015625,2.0,1.0,-1.0
3219,Credit Union_62340,6/30/2024 0:00:00,2,PREFERRED,39.0,83.0,5.0,150.0,285.0,6.0,253.0,285.0,7.0,2.0,1.0,60112,73.0,Credit Union,9.0,0.1368421052631579,0.2912280701754386,0.5263157894736842,0.7777777777777778,0.2222222222222222,0.1111111111111111,0.0035087719298245615,13.0,2.0,0.0
3220,Credit Union_62344,6/30/2024 0:00:00,2,DETOUR DRUMMOND COMMUNITY,4.0,13.0,1.0,16.0,36.0,1.0,30.0,36.0,1.0,0.0,0.0,4784,11.0,Credit Union,1.0,0.1111111111111111,0.3611111111111111,0.4444444444444444,1.0,0.0,0.0,0.0,3.0,0.0,0.0
3221,Credit Union_62347,6/30/2024 0:00:00,2,WEST MICHIGAN,74.0,41.0,5.0,125.0,256.0,4.0,208.0,256.0,5.0,1.0,2.0,37810,61.0,Credit Union,6.0,0.2890625,0.16015625,0.48828125,0.8333333333333334,0.16666666666666666,0.3333333333333333,0.0078125,16.0,0.0,0.0
3222,Credit Union_62352,6/30/2024 0:00:00,2,C E S,57.0,29.0,4.0,122.0,218.0,4.0,195.0,218.0,4.0,1.0,1.0,40206,52.0,Credit Union,5.0,0.26146788990825687,0.13302752293577982,0.5596330275229358,0.8,0.2,0.2,0.0045871559633027525,10.0,0.0,0.0
3224,Credit Union_62358,6/30/2024 0:00:00,2,KEMBA LOUISVILLE,33.0,9.0,1.0,14.0,59.0,1.0,48.0,59.0,1.0,0.0,0.0,7602,9.0,Credit Union,1.0,0.559322033898305,0.15254237288135594,0.23728813559322035,1.0,0.0,0.0,0.0,3.0,0.0,0.0
3225,Credit Union_62367,6/30/2024 0:00:00,2,COAST CENTRAL,302.0,626.0,21.0,991.0,2031.0,22.0,1872.0,2031.0,39.0,8.0,6.0,177605,237.0,Credit Union,47.0,0.14869522402757263,0.3082225504677499,0.4879369768586903,0.8297872340425532,0.1702127659574468,0.1276595744680851,0.0029542097488921715,112.0,18.0,1.0
3227,Credit Union_62380,6/30/2024 0:00:00,2,DAKOTA WEST,37.0,93.0,5.0,163.0,312.0,5.0,280.0,312.0,6.0,2.0,2.0,14175,51.0,Credit Union,8.0,0.11858974358974358,0.2980769230769231,0.5224358974358975,0.75,0.25,0.25,0.00641025641025641,19.0,1.0,0.0
3228,Credit Union_62393,6/30/2024 0:00:00,2,MEIJER,14.0,17.0,2.0,68.0,102.0,3.0,94.0,102.0,3.0,1.0,0.0,29019,32.0,Credit Union,4.0,0.13725490196078433,0.16666666666666666,0.6666666666666666,0.75,0.25,0.0,0.0,3.0,1.0,0.0
3229,Credit Union_62406,6/30/2024 0:00:00,2,BRIDGE,66.0,0.0,5.0,129.0,222.0,6.0,198.0,222.0,6.0,2.0,1.0,42553,61.0,Credit Union,8.0,0.2972972972972973,0.0,0.581081081081081,0.75,0.25,0.125,0.0045045045045045045,27.0,1.0,0.0
3230,Credit Union_62417,6/30/2024 0:00:00,2,LOYALTY,46.0,66.0,7.0,156.0,297.0,7.0,270.0,297.0,8.0,2.0,-0.0,44333,89.0,Credit Union,10.0,0.15488215488215487,0.2222222222222222,0.5252525252525253,0.8,0.2,-0.0,-0.0,29.0,1.0,2.0
3231,Credit Union_62419,6/30/2024 0:00:00,2,CO-OP CREDIT UNION OF MONTEVIDEO,40.0,58.0,5.0,243.0,363.0,4.0,310.0,363.0,8.0,1.0,2.0,32291,41.0,Credit Union,9.0,0.11019283746556474,0.15977961432506887,0.6694214876033058,0.8888888888888888,0.1111111111111111,0.2222222222222222,0.005509641873278237,22.0,3.0,0.0
3232,Credit Union_62422,6/30/2024 0:00:00,2,METRUM COMMUNITY,20.0,6.0,2.0,72.0,104.0,2.0,92.0,104.0,3.0,0.0,0.0,11802,17.0,Credit Union,3.0,0.19230769230769232,0.057692307692307696,0.6923076923076923,1.0,0.0,0.0,0.0,6.0,1.0,0.0
3233,Credit Union_62426,6/30/2024 0:00:00,2,ZEAL,15.0,104.0,20.0,651.0,824.0,13.0,680.0,824.0,21.0,7.0,12.0,124176,129.0,Credit Union,28.0,0.01820388349514563,0.1262135922330097,0.7900485436893204,0.75,0.25,0.42857142857142855,0.014563106796116505,54.0,1.0,2.0
3235,Credit Union_62431,6/30/2024 0:00:00,2,EXPREE,10.0,9.0,2.0,78.0,102.0,2.0,91.0,102.0,3.0,1.0,0.0,18393,25.0,Credit Union,4.0,0.09803921568627451,0.08823529411764706,0.7647058823529411,0.75,0.25,0.0,0.0,5.0,1.0,1.0
3236,Credit Union_62432,6/30/2024 0:00:00,2,WHITESVILLE COMMUNITY,22.0,0.0,0.0,11.0,34.0,0.0,31.0,34.0,1.0,0.0,0.0,3607,6.0,Credit Union,1.0,0.6470588235294118,0.0,0.3235294117647059,1.0,0.0,0.0,0.0,1.0,1.0,0.0
3237,Credit Union_62433,6/30/2024 0:00:00,2,LOUISVILLE FEDERAL,15.0,2.0,0.0,11.0,31.0,0.0,24.0,31.0,1.0,0.0,0.0,3630,4.0,Credit Union,1.0,0.4838709677419355,0.06451612903225806,0.3548387096774194,1.0,0.0,0.0,0.0,3.0,1.0,0.0
3238,Credit Union_62438,6/30/2024 0:00:00,2,ALEXANDRIA MUNICIPAL EMPLOYEES,12.0,0.0,0.0,18.0,31.0,1.0,26.0,31.0,1.0,0.0,0.0,3311,6.0,Credit Union,1.0,0.3870967741935484,0.0,0.5806451612903226,1.0,0.0,0.0,0.0,1.0,1.0,-1.0
3240,Credit Union_62446,6/30/2024 0:00:00,2,DOCHES,18.0,0.0,1.0,46.0,66.0,2.0,58.0,66.0,2.0,1.0,0.0,16357,24.0,Credit Union,3.0,0.2727272727272727,0.0,0.696969696969697,0.6666666666666666,0.3333333333333333,0.0,0.0,2.0,1.0,0.0
3241,Credit Union_62452,6/30/2024 0:00:00,2,FINANCIAL SECURITY,9.0,1.0,1.0,45.0,59.0,1.0,50.0,59.0,1.0,1.0,1.0,9126,15.0,Credit Union,2.0,0.15254237288135594,0.01694915254237288,0.7627118644067796,0.5,0.5,0.5,0.01694915254237288,4.0,0.0,0.0
3243,Credit Union_62474,6/30/2024 0:00:00,2,DUPONT COMMUNITY,128.0,363.0,26.0,1149.0,1819.0,32.0,1674.0,1819.0,40.0,15.0,8.0,248957,335.0,Credit Union,55.0,0.07036833424958769,0.19956019791094007,0.6316657504123144,0.7272727272727273,0.2727272727272727,0.14545454545454545,0.0043980208905992305,179.0,14.0,1.0
